label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec
pad,256,15852891,261618,8267813,815782,0.2273991619971332,0.09530200463126359,0.20607487800393545,0.14109183273637696
pad,512,17218735,796296,10683027,1036708,0.4552732131225924,0.2729381066367219,0.633662452436498,0.47153579541072566
pad,1024,13538801,1979728,9501445,1181768,0.12003294755078978,0.02912775320895895,0.43433576548010694,0.5927260037301304
pad,2048,13309860,7436955,8500218,920199,0.09856777584207324,0.009172853920440193,0.16008574937389264,0.17819649199940074
pad,4096,11937076,28294600,8380981,771741,0.02040551142973853,0.006348052348146764,0.16054148319051736,0.03835734683893678
pad,8192,12294556,111724623,7521532,944996,0.013086394476827395,0.0012455043158395658,0.1816124168109301,0.34680299849765317
concat,64,19919550,12215,7196939,398667,0.026460018472573895,0.48775392516929517,0.2013775080482094,0.1849594261814323
concat,128,13834585,22189,6248128,406067,0.19448924859544506,1.2636793540373785,0.15000048970036736,0.20112747615926832
concat,256,14174132,62206,6603813,333467,0.07788743041059408,0.8286823034442231,0.17499530474377312,0.20190962971510537
concat,512,13821969,261387,5718714,374285,0.04012938903147316,0.35875740757856056,0.08274377985504511,0.3141984361311269
concat,1024,11267920,683003,5147038,283232,0.023109599214319175,0.16144224384570377,0.03380911703991826,0.03000300722041904
concat,2048,12424290,3770675,6584073,338786,0.02552357505052016,0.028310655754530855,0.24731233156067214,0.26689275056755546
concat,4096,12782905,14934518,5329243,277334,0.046717613691884194,0.005343783574953354,0.1452265771721047,0.002343062787210111
concat,8192,13129084,65935891,6338880,404438,0.06476853203102499,0.12368969906778178,0.20621568794223832,0.42292091867029274
concat,64,15270551,15007,7309788,418282,0.2045225392456832,0.6623394933052275,0.32863334442005443,0.40259526013985125
concat,128,17559695,29786,6393693,376623,0.1735919417593747,0.6287563738459796,0.22224139629520298,0.20805139965371486
concat,256,15520033,41287,6844209,350745,0.1756635092787104,0.7001844441423718,0.13556490355736617,0.3340103845643966
concat,512,14661967,190770,6542742,318582,0.1418377142482932,0.36531778686154215,0.30638820285457863,0.19093523079559002
concat,1024,11820561,672835,5831350,343466,0.09992376703438505,0.09500763176529785,0.24768215600993196,0.32002402564239407
concat,2048,12249094,3710375,5284463,304104,0.024733705023010494,0.022141795491145692,0.10415025740227256,0.1794015882856224
concat,4096,13659123,15088348,5504241,343210,0.0724323261109126,0.008935892439870039,0.18303970908257008,0.3179033530924381
concat,8192,13838693,61495353,5165265,292018,0.09609161477973269,0.0251657234909354,0.07207466803003602,0.11637708470151059
concat,64,12307659,98079,5216809,305546,0.04248915112552635,0.6146788458814679,0.09159151136568348,0.14837333615313267
concat,128,12675204,100432,6187096,295775,0.05480078912325243,0.3640219903425609,0.24665965965076658,0.14896146830714524
concat,256,13382462,108477,5487763,314429,0.09534618583419947,0.35631891662279425,0.09547373228958927,0.1496060846377184
concat,512,12359601,249605,5696833,308460,0.06788240361207705,0.22196820028409353,0.1987628931379131,0.13235967400930188
concat,1024,13501507,700890,5384561,301344,0.08262398521959699,0.18459439647755452,0.08005592455255246,0.18481502491062735
concat,2048,12285368,3838007,5778285,403941,0.04397221702760111,0.04409389699448517,0.1508088503192677,0.5081133201622418
concat,4096,13061469,14861662,5427187,315914,0.1190591371489828,0.005195149993852318,0.07723375058178389,0.20271419580182445
concat,8192,13856492,60742274,6251664,354211,0.10869034064809954,0.005989040916720561,0.21976388480470363,0.4565102973948649
concat,64,12761849,56744,5618384,310071,0.07449138090934422,0.41066274055266466,0.12529505520839979,0.15124306040045696
concat,128,13167317,52945,5813727,321062,0.08813977724638906,0.26683491399026243,0.12540867434163558,0.21770866584926332
concat,256,12565685,88632,5695909,339722,0.041580648219550126,0.34800337714123464,0.0997412434083532,0.23486024383609388
concat,512,12613204,137974,5364464,310684,0.03520445009877289,0.21036745894149753,0.14116325401209984,0.17170280901997187
concat,1024,12547170,716366,5413300,305004,0.039192037700618465,0.0956626035581351,0.08905717766234117,0.16819576375537879
concat,2048,13107895,4051834,5797700,305224,0.07612276739839652,0.12939783596609014,0.1781630098515979,0.1505549666086409
